injury_notes,last_name,birth_date,oddsjam_id,fantasy_data_id,birth_state,gsis_id,first_name,active,injury_start_date,rotoworld_id,number,injury_body_part,search_first_name,metadata,competitions,age,birth_country,weight,status,hashtag,height,rotowire_id,years_exp,search_full_name,sport,practice_participation,search_rank,birth_city,player_id,news_updated,high_school,pandascore_id,swish_id,stats_id,yahoo_id,position,full_name,team,injury_status,college,espn_id,depth_chart_order,practice_description,search_last_name,team_abbr,depth_chart_position,sportradar_id,team_changed_at,fantasy_positions,opta_id
,Mims,1999-06-16,A23A11F61EC3,,,,Jordan,True,,,24.0,,jordan,"{'channel_id': '1113708684711587840', 'rookie_year': '2023'}",[],26.0,,205,Active,#jordanmims-NFL-TEN-24,72,17125.0,2.0,jordanmims,nfl,,540.0,,11378,1756243209759.0,Menlo-Atherton (CA),,976797.0,,,RB,Jordan Mims,TEN,,Fresno State,,,,mims,,,6d91ccf0-f013-11ed-88ef-07b7f7d6320c,,['RB'],
,Slayton,1997-01-12,64C58E059552,20943.0,, 00-0035535,Darius,True,,14258.0,18.0,,darius,"{'channel_id': '1113708676910182401', 'rookie_year': '2019'}",[],28.0,,198,Active,#dariusslayton-NFL-NYG-18,73,13522.0,6.0,dariusslayton,nfl,,243.0,,6149,1755442522060.0,Greater Atlanta Christian (GA),,880557.0,880557.0,32003.0,WR,Darius Slayton,NYG,,Auburn,3916945.0,2.0,,slayton,,RWR,82ed30a5-54a8-4ed0-b040-99c3a78fb055,,['WR'],
,Johnstone,,,,,,Christian,True,,,37.0,,christian,"{'channel_id': '1257858424419397632', 'rookie_year': ''}",[],,,250,Active,#christianjohnstone-NFL-FA-37,75,,0.0,christianjohnstone,nfl,,9999999.0,,13248,,Archer (GA),,,,,LS,Christian Johnstone,,,Appalachian State,,,,johnstone,,,8c77ac50-70b5-11f0-814a-2b2c34381e32,,['LS'],
,Simmons,1996-09-12,709E0AD96CA0,22143.0,,,Lachavious,True,,,73.0,Undisclosed,lachavious,"{'channel_id': '1113708833701654528', 'rookie_year': '2020'}",[],27.0,,315,Active,#lachavioussimmons-NFL-FA-73,77,14830.0,4.0,lachavioussimmons,nfl,,9999999.0,,7140,1725487825526.0,Selma (AL),,875565.0,,32897.0,OL,Lachavious Simmons,,Questionable,Tennessee State,3912245.0,,,simmons,,,a5838673-7753-426c-a18e-5195fbfdcc37,,['OL'],
,Neal,1994-08-04,DCE161EE1CF4,19963.0,,00-0034391,Siran,True,,,33.0,,siran,"{'channel_id': '1113708738344153088', 'rookie_year': '2018'}",[],31.0,,206,Active,#siranneal-NFL-SF-33,72,12817.0,7.0,siranneal,nfl,,9999999.0,,5098,1742272820682.0,Eufaula (AL),,750324.0,750324.0,31124.0,CB,Siran Neal,SF,,Jacksonville State,3057524.0,3.0,,neal,,FS,82100457-f4ee-4f24-8ca2-584bfdc85749,,['DB'],
,Barnes,1998-03-05,9FDDCE8283D7,,,,Tarique,True,,,,,tarique,"{'channel_id': '1113708788231204864', 'rookie_year': ''}",[],26.0,,230,Active,#tariquebarnes-NFL-FA,73,18348.0,1.0,tariquebarnes,nfl,,9999999.0,,12194,,Cordova (TN),,1176340.0,,,LB,Tarique Barnes,,,Illinois,,,,barnes,,,b67ca9f0-07d0-11ef-9ada-e1cbeff7eda2,,['LB'],
,Gillmore,1991-11-16,,16083.0,,,Crockett,False,,9625.0,80.0,,crockett,,[],28.0,,260,Inactive,#crockettgillmore-NFL-FA-80,"6'6""",9555.0,6.0,crockettgillmore,nfl,,9999999.0,,1868,1519240801000.0,Bushland (TX),,,541468.0,27627.0,TE,Crockett Gillmore,,,Colorado State,16775.0,,,gillmore,,,988d1e04-588f-405e-968a-08813d019a72,,['TE'],
,McDonald,1999-11-09,5693DB1E40DE,,,,Chris,True,,,,,chris,"{'channel_id': '1113708731968811008', 'rookie_year': '2024'}",[],25.0,,192,Active,#chrismcdonald-NFL-FA,70,18400.0,1.0,chrismcdonald,nfl,,9999999.0,,11968,,Miami Southridge (FL),,1167018.0,,,CB,Chris McDonald,,,Toledo,,,,mcdonald,,,a9c4c290-0705-11ef-9e17-37769fa635a3,,['DB'],
,Mitchell,1997-05-16,,20881.0,, 00-0035002,Dillon,True,,,13.0,,dillon,{'channel_id': '1116853193762930688'},[],24.0,,202,Inactive,#dillonmitchell-NFL-FA-13,73,13501.0,3.0,dillonmitchell,nfl,,1577.0,,6047,1578973826114.0,,,,910570.0,32071.0,WR,Dillon Mitchell,,,Oregon,4038938.0,,,mitchell,,,ab04bbda-ee5d-45f8-851a-6fe36ad0c21a,,['WR'],
,Maye,1994-02-25,,18281.0,,00-0032653,K.J.,True,,11536.0,19.0,,kj,{'channel_id': '1116852871460028416'},[],27.0,,194,Active,#kjmaye-NFL-FA-19,70,11588.0,6.0,kjmaye,nfl,,9999999.0,,3515,1535397649384.0,Murphy,,,651628.0,29861.0,WR,K.J. Maye,,,Minnesota,2970712.0,,,maye,,,3d61b215-f068-4cca-bbe2-cea9d1ba711f,,['WR'],
,Callahan,,,19794.0,,,Brian,True,,13074.0,0.0,,brian,{'channel_id': '1116853036346507264'},[],,,,Inactive,#briancallahan-NFL-FA-0,,,0.0,briancallahan,nfl,,9999999.0,,4896,1548183048021.0,,,,,,,Brian Callahan,,,,,,,callahan,,,,,,
,Lobato,1990-12-05,,16228.0,,,Seth,False,,,4.0,,seth,,[],26.0,,230,Inactive,#sethlobato-NFL-FA-4,"6'4""",,1.0,sethlobato,nfl,,9999999.0,,1967,,,,,500573.0,27906.0,QB,Seth Lobato,,,Northern Colorado,17074.0,,,lobato,,,60715039-37cb-498d-97de-3828467eea5c,,['QB'],
,Smith,1997-11-21,,21700.0,,,Kahani,True,,,39.0,,kahani,{'channel_id': '1116853303318151168'},[],24.0,,190,Active,#kahanismith-NFL-FA-39,73,14417.0,2.0,kahanismith,nfl,,1184.0,,6756,,King/Drew Magnet (CA),,,,32660.0,FS,Kahani Smith,,,Texas-El Paso,,,,smith,,,400515df-2c75-4570-b37d-c12436a961ba,,['DB'],
,Robinson,1992-10-21,,16631.0,,00-0031386,Greg,True,,9313.0,78.0,,greg,{'channel_id': '1116852788005961728'},[],29.0,,332,Active,#gregrobinson-NFL-FA-78,77,9279.0,8.0,gregrobinson,nfl,,9999999.0,,2234,1582166430796.0,Thibodaux (LA),,,,27530.0,T,Greg Robinson,,,Auburn,7439.0,,,robinson,,,b7628a7f-101e-4ae3-ad6a-470ef00ffd32,,['OL'],
,Ioannidis,1994-01-11,,18069.0,,00-0032781,Matt,True,,11450.0,99.0,Back,matt,{'channel_id': '1116852847506358272'},[],29.0,,305,Active,#mattioannidis-NFL-FA-99,75,11063.0,7.0,mattioannidis,nfl,,9999999.0,,3308,1673198155437.0,Hunterdon Central (NJ),,692375.0,,29386.0,DT,Matt Ioannidis,,Questionable,Temple,2976263.0,,,ioannidis,,,0777efdd-14bf-4561-bbb4-20f926fe115c,,['DL'],
,Smith,1994-09-12,,20622.0,,00-0034690,Brandon,True,,,77.0,,brandon,{'channel_id': '1116853150666457088'},[],27.0,,327,Active,#brandonsmith-NFL-FA-77,80,,4.0,brandonsmith,nfl,,9999999.0,,5716,1663794962123.0,East Forsyth,,,,31697.0,OT,Brandon Smith,,,East Carolina,3040542.0,,,smith,,,9a63551b-fc8b-43c3-9f70-1f19835cf8c9,,['OL'],
,Turner,2000-03-16,2A62DD110C26,,,,Cole,True,,,88.0,,cole,"{'channel_id': '1113708701014847488', 'rookie_year': '2022'}",[],25.0,,240,Active,#coleturner-NFL-FA-88,78,15923.0,3.0,coleturner,nfl,,381.0,,8214,1756241109808.0,Clackamas (OR),,1122692.0,,,TE,Cole Turner,,,Nevada,,,,turner,,,fc78ba73-7ef3-4dda-9a06-b5101f7ff7b1,,['TE'],
,Campbell,2000-08-22,1B3032066476,,,,Jack,True,,,46.0,,jack,"{'channel_id': '1113708809991254016', 'rookie_year': '2023'}",[],25.0,,246,Active,#jackcampbell-NFL-DET-46,77,17152.0,2.0,jackcampbell,nfl,,223.0,,10880,1753126226100.0,Cedar Falls (IA),,1168907.0,,,LB,Jack Campbell,DET,,Iowa,,1.0,,campbell,,MLB,1f7ce27f-61ef-47e5-bd48-eac4b1c0228f,,['LB'],
,Powell,,265B4F15BD63F090,,,,ShunDerrick,True,,,39.0,,shunderrick,"{'channel_id': '1223527303775006720', 'rookie_year': '2025'}",[],,,183,Active,#shunderrickpowell-NFL-FA-39,67,18963.0,0.0,shunderrickpowell,nfl,,653.0,,13145,1756165506031.0,Hoxie (AR),,,,,RB,ShunDerrick Powell,,,Central Arkansas,,,,powell,,,542de5c0-263d-11f0-961b-296ef24a1ae9,,['RB'],
,Ferguson,1995-01-19,,20317.0,,,Riley,False,,,0.0,,riley,"{'override_active': 'false', 'rookie_year': ''}",[],30.0,,210,Active,#rileyferguson-NFL-FA-0,76,,0.0,rileyferguson,nfl,,9999999.0,,5270,,David W. Butler,,,,,QB,Riley Ferguson,,,Memphis,3044719.0,,,ferguson,,,1278e608-651d-42ee-931d-6e846bcb87dd,,['QB'],
,Blount,1996-10-21,,,,,Jibri,True,,,0.0,,jibri,"{'channel_id': '1116853455726575616', 'rookie_year': '2021'}",[],25.0,,230,Active,#jibriblount-NFL-FA-0,79,15692.0,1.0,jibriblount,nfl,,,,8039,1627354261911.0,St. Vincent-St. Mary (OH),,,,,TE,Jibri Blount,,,North Carolina Central,,,,blount,,,773edf56-467e-4eb8-9bd6-c8c5ba93f68b,,['TE'],
,Williams,1990-06-27,,15129.0,,,Michael,False,,,85.0,,michael,,[],30.0,,304,Inactive,#michaelwilliams-NFL-FA-85,"6'6""",8863.0,7.0,michaelwilliams,nfl,,9999999.0,,1520,,Pickens County (AL),,,,26834.0,TE,Michael Williams,,,Alabama,15910.0,,,williams,,,b0368b8c-023f-4d85-ab53-3a5740d6ce99,,['TE'],
,Riley,1995-08-22,,19725.0,,,Brian,True,,,14.0,,brian,{'channel_id': '1116853026410201088'},[],26.0,,200,Active,#brianriley-NFL-FA-14,75,12365.0,5.0,brianriley,nfl,,9999999.0,,4815,,Rancho Bernardo (CA),,,752801.0,30932.0,WR,Brian Riley,,,San Diego,3061572.0,,,riley,,,bf377aee-7107-4655-be8e-73807d0331f6,,['WR'],
,Invalid,,,,,,Player,False,,,,,player,,[],,,,Inactive,#playerinvalid-NFL-FA,,,0.0,playerinvalid,nfl,,,,11613,,,,,,,WR,Player Invalid,,,,,,,invalid,,,,,['WR'],
Strain,Riley,1992-07-18,,17488.0,,00-0032042,Curtis,True,,,0.0,Achilles,curtis,{'channel_id': '1116852827189149696'},[],29.0,,190,Inactive,#curtisriley-NFL-FA-0,72,10658.0,7.0,curtisriley,nfl,,939.0,,2983,1627272659886.0,University (FL),,566136.0,566136.0,29062.0,DB,Curtis Riley,,Questionable,Fresno State,2525492.0,,,riley,,,dfa638bd-7c3a-4269-8b39-b9e6b2148a41,,['DB'],
,Kettani,1987-03-26,,15661.0,,,Eric,False,,,43.0,,eric,,[],30.0,,235,Inactive,#erickettani-NFL-FA-43,"5'11""",,2.0,erickettani,nfl,,9999999.0,,1726,,,,,,25303.0,FB,Eric Kettani,,,Navy,13062.0,,,kettani,,,18b16e33-544b-4952-8843-1bcd3dcb1838,,['RB'],
,Johnson,1997-06-05,19D54A514D00,20831.0,, 00-0034951,Fred,True,,,74.0,,fred,"{'channel_id': '1113708717339078656', 'rookie_year': '2019'}",[],28.0,,326,Active,#fredjohnson-NFL-PHI-74,79,13688.0,6.0,fredjohnson,nfl,,9999999.0,,6024,1756082450489.0,Royal Palm Beach (FL),,879041.0,,32169.0,T,Fred Johnson,PHI,,Florida,3915106.0,,,johnson,,OL,95cd7ce9-e92a-40d9-997f-c7b16d0efd83,,"['OL', 'OT']",
,Williams,1995-04-03,2F0B8B1EC5FF,18995.0,,00-0033948,Jamaal,True,,12298.0,21.0,,jamaal,"{'channel_id': '1113708682379554816', 'rookie_year': '2017'}",[],29.0,,224,Active,#jamaalwilliams-NFL-FA-21,72,11777.0,8.0,jamaalwilliams,nfl,,259.0,,4149,1754930411284.0,Summit (CA),,695311.0,695311.0,30247.0,RB,Jamaal Williams,,,BYU,2980453.0,,,williams,,,122e131c-b08c-4b10-901d-481a20aeffb8,,['RB'],
,Dixon,1990-04-26,,16060.0,,,Brandon,False,,,25.0,,brandon,,[],31.0,,203,Inactive,#brandondixon-NFL-FA-25,71,9659.0,8.0,brandondixon,nfl,,9999999.0,,1851,1526341801374.0,Coconut Creek (FL),,,794241.0,27723.0,CB,Brandon Dixon,,,Northwest Missouri State,16957.0,,,dixon,,,050d040a-1bee-4b22-a15b-f01e2e30359b,,['DB'],
,Leal,2000-07-01,CFA423ABB8C1,,,,DeMarvin,True,,,98.0,,demarvin,"{'channel_id': '1113708821978574848', 'rookie_year': '2022'}",[],25.0,,290,Active,#demarvinleal-NFL-PIT-98,76,15929.0,3.0,demarvinleal,nfl,,9999999.0,,8319,1748466917695.0,Judson (TX),,1163072.0,,,DL,DeMarvin Leal,PIT,,Texas A&M,,,,leal,,,e3914d23-2eef-4e76-b27a-1a5919bd69bd,,['DL'],
,Fabiano,1993-07-13,,18289.0,,00-0032567,Anthony,True,,,0.0,,anthony,{'channel_id': '1116852872240168960'},[],28.0,,303,Injured Reserve,#anthonyfabiano-NFL-FA-0,76,11242.0,6.0,anthonyfabiano,nfl,,9999999.0,,3523,1610025655620.0,Wakefield (MA),,,,29752.0,C,Anthony Fabiano,,,Harvard,2566591.0,,,fabiano,,,bdebbb66-ceff-4cc9-b74f-00e14be21530,,['OL'],
,McDaniels,,,17847.0,,,Josh,False,,9281.0,0.0,,josh,,[],,,,Inactive,#joshmcdaniels-NFL-FA-0,,,0.0,joshmcdaniels,nfl,,9999999.0,,3097,,,,,,,,Josh McDaniels,,,,,,,mcdaniels,,,,,,
,Westbrooks,1990-11-15,,16637.0,,00-0030986,Ethan,True,,,91.0,,ethan,{'channel_id': '1116852788198899712'},[],31.0,,287,Active,#ethanwestbrooks-NFL-NO-91,76,9685.0,8.0,ethanwestbrooks,nfl,,9999999.0,,2237,1581780958155.0,Franklin (CA),,794258.0,794258.0,27972.0,DT,Ethan Westbrooks,NO,,West Texas A&M,17285.0,,,westbrooks,,,bb29cf6c-17a4-4106-9b9c-47d2d9c0e6b9,,['DL'],
,Brate,1991-07-03,,16593.0,,00-0031273,Cameron,True,,10193.0,84.0,,cameron,{'channel_id': '1116852786672173056'},[],31.0,,245,Active,#cameronbrate-NFL-FA-84,77,10008.0,9.0,cameronbrate,nfl,,367.0,,2214,1679074212655.0,Naperville Central (IL),,552926.0,552926.0,28267.0,TE,Cameron Brate,,,Harvard,17453.0,,,brate,,,5afe93fd-0caf-4cca-83fc-7f405bebfa3e,,['TE'],
,Fowler,1990-07-26,,16869.0,,00-0032130,Jalston,False,,,40.0,,jalston,,[],31.0,,254,Inactive,#jalstonfowler-NFL-FA-40,71,10203.0,7.0,jalstonfowler,nfl,,9999999.0,,2413,1542158729564.0,Vigor (AL),,,543757.0,28496.0,FB,Jalston Fowler,,,Alabama,2515931.0,,,fowler,,,0f062def-77f5-4362-86cb-4bdb63a59eba,,['RB'],
,Williams,1999-02-26,,,,,Bennett,True,,,35.0,,bennett,{'channel_id': '1116852685178404864'},[],24.0,,206,Inactive,#bennettwilliams-NFL-FA-35,72,17556.0,1.0,bennettwilliams,nfl,,9999999.0,,11398,1692661810195.0,St. Francis (CA),,1057563.0,,,DB,Bennett Williams,,,Oregon,,,,williams,,,76d42020-f0df-11ed-99b5-515caf177447,,['DB'],
,Hasselbeck,1975-09-25,,1034.0,,,Matt,False,,519.0,8.0,,matt,,[],44.0,,235,Inactive,#matthasselbeck-NFL-FA-8,"6'4""",949.0,22.0,matthasselbeck,nfl,,9999999.0,,36,,Xaverian Brothers (MA),,,24535.0,4416.0,QB,Matt Hasselbeck,,,Boston College,1575.0,,,hasselbeck,,,7d8eba61-208d-4d91-86cd-704ad05cb7f4,,['QB'],
,Foster,2000-03-31,C36F4A876F0E,,,,Javon,True,,,62.0,,javon,"{'channel_id': '1113708894862995456', 'rookie_year': '2024'}",[],25.0,,313,Active,#javonfoster-NFL-FA-62,77,17819.0,1.0,javonfoster,nfl,,9999999.0,,11737,1714241736131.0,West Bloomfield (MI),,1124345.0,,,OL,Javon Foster,,,Missouri,,,,foster,,,fdba4859-95e2-40c5-8337-4aeb13e5b886,,['OL'],
,Patterson,1997-07-08,,20908.0,, 00-0035005,Javon,True,,,0.0,,javon,{'channel_id': '1116853190164217856'},[],24.0,,307,Active,#javonpatterson-NFL-FA-0,75,13535.0,3.0,javonpatterson,nfl,,9999999.0,,6022,1610137204687.0,Petal (MS),,865576.0,,32078.0,OL,Javon Patterson,,,Ole Miss,3691031.0,,,patterson,,,7475baa8-7662-49be-9b41-526450f28bfc,,['OL'],
,Streeter,1989-10-07,,13854.0,,,Tommy,False,,,85.0,,tommy,,[],28.0,,220,Inactive,#tommystreeter-NFL-FA-85,"6'5""",,2.0,tommystreeter,nfl,,9999999.0,,1060,,,,,464668.0,25908.0,WR,Tommy Streeter,,,Miami,15063.0,,,streeter,,,73b3918b-e4e6-4f41-aaa4-42488f757c3d,,['WR'],
,Towns,1989-03-09,,16743.0,,,Jeremy,False,,,79.0,,jeremy,,[],28.0,,303,Inactive,#jeremytowns-NFL-FA-79,"6'3""",,1.0,jeremytowns,nfl,,9999999.0,,2298,,,,,,,DT,Jeremy Towns,,,Samford,2324064.0,,,towns,,,4e2ef7b6-b09c-4878-8427-c2606f9db428,,['DL'],
,Cleary,1990-04-27,,14993.0,,,Emmett,False,,,77.0,,emmett,,[],30.0,,324,Inactive,#emmettcleary-NFL-FA-77,"6'7""",10140.0,7.0,emmettcleary,nfl,,9999999.0,,1431,1523393701681.0,Saint Viator (IL),,,,27119.0,T,Emmett Cleary,,,Boston College,16288.0,,,cleary,,,84442efd-d882-4245-a2ff-13a4595119d9,,['OL'],
,Barth,1986-04-11,,10092.0,,00-0026138,Connor,False,,5048.0,4.0,,connor,,[],34.0,,204,Inactive,#connorbarth-NFL-FA-4,"5'11""",5849.0,12.0,connorbarth,nfl,,9999999.0,,499,1511205902002.0,Hoggard (NC),,,268490.0,9219.0,K,Connor Barth,,,North Carolina,11737.0,,,barth,,,4869b8db-2e38-4327-af11-cc1e17ef3490,,['K'],
Surgery,Watson,1995-09-14,E96B7CB81FFD,18857.0,,00-0033537,Deshaun,True,,12151.0,4.0,Achilles,deshaun,"{'channel_id': '1113708843218530304', 'injury_override_pre_2025_0': 'IR', 'rookie_year': '2017'}",[],29.0,,223,Active,#deshaunwatson-NFL-CLE-4,75,11712.0,8.0,deshaunwatson,nfl,,345.0,,4017,1756283723313.0,Gainesville (GA),,828743.0,828743.0,30125.0,QB,Deshaun Watson,CLE,PUP,Clemson,3122840.0,4.0,,watson,,QB,eec5265c-7731-4bb6-8af2-4f98a67f9ab7,,['QB'],
,Mullens,1995-03-21,480B540D8AF9,19330.0,,00-0033319,Nick,True,,12684.0,14.0,,nick,"{'channel_id': '1113708710011629568', 'rookie_year': '2017'}",[],30.0,,210,Active,#nickmullens-NFL-JAX-14,72,12511.0,8.0,nickmullens,nfl,,373.0,,4464,1741678261992.0,Spain Park (AL),,748309.0,748309.0,30563.0,QB,Nick Mullens,JAX,,Southern Miss,3059989.0,2.0,,mullens,,QB,7738fea8-7ea2-4c4c-b589-bca90b070819,,['QB'],
,Schad,1998-10-09,325C7294D31998A4,,,,Keonte,True,,,,,keonte,"{'channel_id': '1132452264946974720', 'rookie_year': ''}",[],26.0,,284,Active,#keonteschad-NFL-FA,74,18438.0,1.0,keonteschad,nfl,,9999999.0,,12447,1724500819417.0,Madison (WI),,1164692.0,,,DL,Keonte Schad,,,Oregon State,,,,schad,,,723180e0-60c7-11ef-a530-bd8cc2d9a547,,['DL'],
,Bryant,1993-09-16,,18598.0,, 00-0032660,Brandin,True,,,69.0,,brandin,{'channel_id': '1116852906922868736'},[],29.0,,289,Active,#brandinbryant-NFL-FA-69,74,11557.0,7.0,brandinbryant,nfl,,9999999.0,,3785,1690210208970.0,Omaha North (NE),,695076.0,,29813.0,DT,Brandin Bryant,,,Florida Atlantic,2982857.0,,,bryant,,,8b1be2ac-e483-4f39-9bf9-a81be33ac92e,,['DL'],
,Land,2000-02-05,F1BD29AD89D5,,,,Isaiah,True,,,55.0,,isaiah,"{'channel_id': '1113708779242811392', 'rookie_year': '2023'}",[],25.0,,235,Active,#isaiahland-NFL-FA-55,76,17115.0,2.0,isaiahland,nfl,,9999999.0,,11514,1727131519764.0,Grayson (GA),,1138088.0,,,LB,Isaiah Land,,,Florida A&M,,,,land,,,8e662280-f678-11ed-a5ca-c79bcc7fcf23,,['LB'],
,Jibowu,1996-07-01,,21499.0,, 00-0035072,Doyin,True,,,43.0,,doyin,{'channel_id': '1116853262121697280'},[],25.0,,194,Active,#doyinjibowu-NFL-FA-43,73,14138.0,3.0,doyinjibowu,nfl,,9999999.0,,6512,,George Washington,,,,32257.0,FS,Doyin Jibowu,,,Fort Hays State,4076949.0,,,jibowu,,,274c50e9-73a3-45f9-b9dd-c08270f1132c,,['DB'],
,Presley,2002-02-02,45790981AF79BD81,,,,Brennan,True,,,81.0,,brennan,"{'channel_id': '1223089400716460033', 'rookie_year': '2025'}",[],23.0,,174,Active,#brennanpresley-NFL-FA-81,68,18919.0,0.0,brennanpresley,nfl,,529.0,,13011,1756243510115.0,Bixby (OK),,,,,WR,Brennan Presley,,,Oklahoma State,,,,presley,,,ec0ecae0-254c-11f0-85e6-ad6d4b9a9b15,,['WR'],
,Callaway,1997-01-09,,19917.0,,00-0034772,Antonio,True,,13108.0,80.0,,antonio,{'channel_id': '1116853085331783680'},[],26.0,,200,Active,#antoniocallaway-NFL-FA-80,71,12468.0,5.0,antoniocallaway,nfl,,9999999.0,,5310,1685994047570.0,Washington (FL),,879022.0,879022.0,31075.0,WR,Antonio Callaway,,,Florida,3915097.0,,,callaway,,,71d9c2a0-81ee-4788-86bb-7ae326396e73,,['WR'],
,Murray,1997-05-17,,,,,Jordan,False,,,,,jordan,"{'channel_id': '1116853467822948352', 'rookie_year': '2020'}",[],27.0,,346,Inactive,#jordanmurray-NFL-FA,81,,5.0,jordanmurray,nfl,,9999999.0,,8106,,Coppell (TX),,878489.0,,,T,Jordan Murray,,,North Texas,,,,murray,,,eac50030-7a34-11ec-b2e6-312b7e6900be,,,
,Chancellor,1992-08-06,,16336.0,,,Brelan,True,,,0.0,,brelan,"{'channel_id': '1202954208634994688', 'rookie_year': ''}",[],32.0,,183,Active,#brelanchancellor-NFL-FA-0,68,,0.0,brelanchancellor,nfl,,9999999.0,,2044,,Copperas Cove (TX),,,559327.0,,WR,Brelan Chancellor,,,North Texas,,,,chancellor,,,dd01994b-94fd-487b-9ed2-3b788f80665b,,['WR'],
,Dickson,1987-07-25,,12153.0,,00-0027675,Ed,False,,5840.0,84.0,,ed,,[],34.0,,250,Inactive,#eddickson-NFL-FA-84,76,6530.0,12.0,eddickson,nfl,,9999999.0,,701,1668713703082.0,Bellflower (CA),,,296060.0,24045.0,TE,Ed Dickson,,,Oregon,13272.0,,,dickson,,,46bb9a85-523c-4530-95c3-2c2a9737e65f,,['TE'],
,Zaruba,1991-03-03,,19686.0,,,Adam,True,,12993.0,80.0,,adam,{'channel_id': '1116853018877231104'},[],30.0,,265,Inactive,#adamzaruba-NFL-FA-80,77,12306.0,5.0,adamzaruba,nfl,,9999999.0,,4768,1536116407908.0,Carson Graham (CAN),,,926817.0,30908.0,TE,Adam Zaruba,,,Simon Fraser,4242607.0,,,zaruba,,,1f8b148f-fbc2-4a1f-a9b1-51c355664710,,['TE'],
,White,1999-09-18,5470F0979844,,,,Zamir,True,,,3.0,,zamir,"{'channel_id': '1113708769298116608', 'rookie_year': '2022'}",[],25.0,,227,Active,#zamirwhite-NFL-LV-3,71,15852.0,3.0,zamirwhite,nfl,,398.0,,8139,1756015244769.0,Scotland (NC),,1110697.0,,,RB,Zamir White,LV,,Georgia,,3.0,,white,,RB,440d7750-672e-4293-8eb0-89b241a498eb,,['RB'],
,Jordan,1999-08-18,420B88CE340D,,,,Jawhar,True,,,22.0,,jawhar,"{'channel_id': '1113708788717744128', 'rookie_year': '2024'}",[],26.0,,186,Active,#jawharjordan-NFL-HOU-22,70,17916.0,1.0,jawharjordan,nfl,,556.0,,11588,1756251320660.0,Hamilton (NY),,1164137.0,,,RB,Jawhar Jordan,HOU,,Louisville,,,,jordan,,,d3ddb80f-6f08-4594-be42-4c2f0716f4ef,,['RB'],
,Davis,1993-10-23,,17989.0,,00-0033053,Sean,True,,11374.0,30.0,,sean,"{'channel_id': '1116852839683981312', 'injury_override_regular_2020_5': 'Active'}",[],28.0,,202,Active,#seandavis-NFL-NE-30,73,11018.0,6.0,seandavis,nfl,,9999999.0,,3228,1660008057640.0,Maret (DC),,695776.0,,29292.0,DB,Sean Davis,NE,,Maryland,2976210.0,,,davis,,,dfb0b126-9c75-41d3-9371-04065db7506a,,['DB'],
,Carlson,1995-01-23,26EA495A056B,19989.0,,00-0034161,Daniel,True,,13275.0,8.0,,daniel,"{'channel_id': '1113708770417995776', 'rookie_year': '2018'}",[],30.0,,215,Active,#danielcarlson-NFL-LV-8,77,12842.0,7.0,danielcarlson,nfl,,197.0,,5095,1754671842478.0,The Classical Academy (CO),,744439.0,,31137.0,K,Daniel Carlson,LV,,Auburn,3051909.0,1.0,,carlson,,K,7bb70550-c28a-4e47-9a13-cc0c0fef8b38,,['K'],
,Amaro,1992-06-26,,16057.0,,00-0031042,Jace,False,,9397.0,89.0,,jace,,[],29.0,,265,Inactive,#jaceamaro-NFL-FA-89,77,9242.0,8.0,jaceamaro,nfl,,9999999.0,,1849,1536167104404.0,MacArthur (TX),,,605317.0,27577.0,TE,Jace Amaro,,,Texas Tech,16792.0,,,amaro,,,d579765d-263b-429c-9375-9c6e340df2ca,,['TE'],
,Harris,1987-09-16,,13117.0,,00-0028114,Dwayne,True,,6683.0,82.0,Triceps,dwayne,{'channel_id': '1116853553193811968'},[],34.0,,215,Inactive,#dwayneharris-NFL-FA-82,70,7385.0,11.0,dwayneharris,nfl,,639.0,,902,1605829814050.0,Tucker (GA),,,324534.0,24963.0,WR,Dwayne Harris,,Questionable,East Carolina,14100.0,,,harris,,,5ed2cea8-e0c6-482c-9ee1-548c06612226,,['WR'],
,Richardson,1993-09-28,,19270.0,,00-0033333,Horace,True,,,27.0,,horace,{'channel_id': '1116852962912632832'},[],28.0,,190,Active,#horacerichardson-NFL-FA-27,72,12887.0,5.0,horacerichardson,nfl,,9999999.0,,4410,1583469017934.0,Everman (TX),,,,30443.0,CB,Horace Richardson,,,Southern Methodist,2980480.0,,,richardson,,,d29c218d-72f8-4351-895b-1a47554fe580,,['DB'],
,Williams,1996-09-04,,22126.0,,,Ty'Son,True,,,22.0,,tyson,{'channel_id': '1116853333236121600'},[],26.0,,220,Active,#tysonwilliams-NFL-FA-22,72,14404.0,3.0,tysonwilliams,nfl,,642.0,,7098,1693330505030.0,Crestwood (SC),,866041.0,,33006.0,RB,Ty'Son Williams,,,BYU,,,,williams,,,9e31f935-1e60-437d-9859-e1f2bb936aa5,,['RB'],
,Tuitt,1993-05-23,,16159.0,,00-0031412,Stephon,True,,9393.0,91.0,,stephon,"{'channel_id': '1116852769051901952', 'injury_override_regular_2020_5': 'Active'}",[],29.0,,303,Active,#stephontuitt-NFL-FA-91,78,9257.0,8.0,stephontuitt,nfl,,9999999.0,,1925,1654112729348.0,Monroe (GA),,610956.0,,27574.0,DE,Stephon Tuitt,,,Notre Dame,16798.0,,,tuitt,,,9758b9e2-5809-4a16-890f-e239f0808723,,['DL'],
