RK,TIERS,PLAYER NAME,TEAM,POS,BYE,UPSIDE ,BUST ,SOS,ECR VS ADP,PLAYER NAME_CLEAN,Matched Name,player_id,full_name,first_name,last_name,position,team,team_abbr,fantasy_positions,active,status,age,height,weight,college,years_exp,injury_status,injury_notes,injury_body_part,practice_description,practice_participation,birth_city,birth_state,birth_country,birth_date,team_changed_at,full_name_clean,is_rookie,is_lottery_ticket,handcuff,is_fantasypros_sleeper,num,player,RK_DIFF
248,12,Tahj Brooks,CIN,RB73,10,Coach Upside rating,Coach Bust rating,4 out of 5 stars,+20,tahj brooks,tahj brooks,12543,Tahj Brooks,Tahj,Brooks,RB,CIN,,['RB'],True,Active,23.0,69,220.0,Texas Tech,0.0,,,,,,,,,2002-05-13,,tahj brooks,True,False,,False,282.0,Tahj Brooks,-34.0
249,12,Dyami Brown,JAC,WR88,8,Coach Upside rating,Coach Bust rating,4 out of 5 stars,+54,dyami brown,dyami brown,7587,Dyami Brown,Dyami,Brown,WR,JAX,,['WR'],True,Active,25.0,72,195.0,North Carolina,4.0,,,,,,,,,1999-11-01,,dyami brown,False,True,,True,230.0,Dyami Brown,19.0
250,12,Jalen Royals,KC,WR89,10,Coach Upside rating,Coach Bust rating,3 out of 5 stars,+50,jalen royals,jalen royals,12505,Jalen Royals,Jalen,Royals,WR,KC,,['WR'],True,Active,22.0,72,195.0,Utah State,0.0,Questionable,,Knee,,,,,,2003-02-18,,jalen royals,True,False,,False,434.0,Jalen Royals,-184.0
251,12,Roman Wilson,PIT,WR90,5,Coach Upside rating,Coach Bust rating,4 out of 5 stars,+79,roman wilson,roman wilson,11630,Roman Wilson,Roman,Wilson,WR,PIT,,['WR'],True,Active,24.0,70,186.0,Michigan,1.0,,,,,,,,,2001-06-19,,roman wilson,False,False,,True,373.0,Roman Wilson,-122.0
252,12,Miles Sanders,DAL,RB74,10,Coach Upside rating,Coach Bust rating,2 out of 5 stars,-3,miles sanders,miles sanders,6151,Miles Sanders,Miles,Sanders,RB,DAL,,['RB'],True,Active,28.0,71,211.0,Penn State,6.0,Questionable,,Shoulder,,,,,,1997-05-01,,miles sanders,False,False,,False,223.0,Miles Sanders,29.0
253,12,Devaughn Vele,NO,WR91,11,Coach Upside rating,Coach Bust rating,4 out of 5 stars,+125,devaughn vele,devaughn vele,11834,Devaughn Vele,Devaughn,Vele,WR,NO,,['WR'],True,Active,27.0,77,210.0,Utah,1.0,,,,,,,,,1997-12-12,,devaughn vele,False,False,,False,295.0,Devaughn Vele,-42.0
254,12,Isaac TeSlaa,DET,WR92,8,Coach Upside rating,Coach Bust rating,3 out of 5 stars,-36,isaac teslaa,isaac teslaa,12535,Isaac TeSlaa,Isaac,TeSlaa,WR,DET,,['WR'],True,Active,23.0,76,214.0,Arkansas,0.0,,,,,,,,,2002-02-20,,isaac teslaa,True,True,,True,438.0,Isaac TeSlaa,-184.0
255,12,Jaleel McLaughlin,DEN,RB75,12,Coach Upside rating,Coach Bust rating,2 out of 5 stars,+37,jaleel mclaughlin,jaleel mclaughlin,11439,Jaleel McLaughlin,Jaleel,McLaughlin,RB,DEN,,['RB'],True,Active,24.0,67,187.0,Youngstown State,2.0,,,,,,,,,2000-09-13,,jaleel mclaughlin,False,False,,False,305.0,Jaleel McLaughlin,-50.0
256,12,Malik Washington,MIA,WR93,12,Coach Upside rating,Coach Bust rating,3 out of 5 stars,+157,malik washington,malik washington,11610,Malik Washington,Malik,Washington,WR,MIA,,['WR'],True,Active,24.0,68,195.0,Virginia,1.0,,,,,,,,,2001-01-04,,malik washington,False,False,,False,369.0,Malik Washington,-113.0
257,12,Harold Fannin Jr.,CLE,TE31,9,Coach Upside rating,Coach Bust rating,3 out of 5 stars,+33,harold fannin,harold fannin,12506,Harold Fannin,Harold,Fannin,TE,CLE,,['TE'],True,Active,21.0,76,241.0,Bowling Green,0.0,,,,,,,,,2004-07-20,,harold fannin,True,False,,False,330.0,Harold Fannin Jr.,-73.0
258,12,Cole Kmet,CHI,TE32,5,Coach Upside rating,Coach Bust rating,4 out of 5 stars,-7,cole kmet,cole kmet,6826,Cole Kmet,Cole,Kmet,TE,CHI,,['TE'],True,Active,26.0,78,257.0,Notre Dame,5.0,,,,,,,,,1999-03-10,,cole kmet,False,False,,False,327.0,Cole Kmet,-69.0
259,12,Joe Flacco,CLE,QB31,9,Coach Upside rating,Coach Bust rating,2 out of 5 stars,+2,joe flacco,joe flacco,19,Joe Flacco,Joe,Flacco,QB,CLE,,['QB'],True,Active,40.0,78,245.0,Delaware,17.0,,,,,,,,,1985-01-16,,joe flacco,False,False,,False,270.0,Joe Flacco,-11.0
262,12,Jarquez Hunter,LAR,RB76,8,Coach Upside rating,Coach Bust rating,3 out of 5 stars,+11,jarquez hunter,jarquez hunter,11569,Jarquez Hunter,Jarquez,Hunter,RB,LAR,,['RB'],True,Active,22.0,69,204.0,Auburn,0.0,,,,,,,,,2002-12-29,,jarquez hunter,True,False,,False,266.0,Jarquez Hunter,-4.0
263,12,Theo Johnson,NYG,TE33,14,Coach Upside rating,Coach Bust rating,2 out of 5 stars,+30,theo johnson,theo johnson,11597,Theo Johnson,Theo,Johnson,TE,NYG,,['TE'],True,Active,24.0,78,264.0,Penn State,1.0,,,,,,,,,2001-02-26,,theo johnson,False,False,,False,289.0,Theo Johnson,-26.0
264,12,Anthony Richardson Sr.,IND,QB32,11,Coach Upside rating,Coach Bust rating,3 out of 5 stars,-19,anthony richardson,anthony richardson,9229,Anthony Richardson,Anthony,Richardson,QB,IND,,['QB'],True,Active,23.0,76,244.0,Florida,2.0,,,,,,,,,2002-05-22,,anthony richardson,False,False,,False,302.0,Anthony Richardson Sr.,-38.0
265,12,Devin Neal,NO,RB77,11,Coach Upside rating,Coach Bust rating,4 out of 5 stars,+76,devin neal,devin neal,12476,Devin Neal,Devin,Neal,RB,NO,,['RB'],True,Active,22.0,71,213.0,Kansas,0.0,,,,,,,,,2003-08-12,,devin neal,True,False,,False,250.0,Devin Neal,15.0
266,12,Brandin Cooks,NO,WR94,11,Coach Upside rating,Coach Bust rating,4 out of 5 stars,+103,brandin cooks,brandin cooks,2197,Brandin Cooks,Brandin,Cooks,WR,NO,,['WR'],True,Active,31.0,70,193.0,Oregon State,11.0,,,,,,,,,1993-09-25,,brandin cooks,False,False,,False,203.0,Brandin Cooks,63.0
267,12,Raheem Mostert,LV,RB78,8,Coach Upside rating,Coach Bust rating,2 out of 5 stars,-29,raheem mostert,raheem mostert,2749,Raheem Mostert,Raheem,Mostert,RB,LV,,['RB'],True,Active,33.0,70,212.0,Purdue,10.0,,,,,,,,,1992-04-09,,raheem mostert,False,False,,False,242.0,Raheem Mostert,25.0
268,12,Sean Tucker,TB,RB79,9,Coach Upside rating,Coach Bust rating,3 out of 5 stars,+20,sean tucker,sean tucker,9506,Sean Tucker,Sean,Tucker,RB,TB,,['RB'],True,Active,23.0,70,205.0,Syracuse,2.0,,,,,,,,,2001-10-25,,sean tucker,False,False,,True,247.0,Sean Tucker,21.0
269,12,Jalen Tolbert,DAL,WR95,10,Coach Upside rating,Coach Bust rating,2 out of 5 stars,+74,jalen tolbert,jalen tolbert,8117,Jalen Tolbert,Jalen,Tolbert,WR,DAL,,['WR'],True,Active,26.0,73,195.0,South Alabama,3.0,,,,,,,,,1999-02-27,,jalen tolbert,False,False,,False,262.0,Jalen Tolbert,7.0
270,12,Elijah Moore,BUF,WR96,7,Coach Upside rating,Coach Bust rating,3 out of 5 stars,+43,elijah moore,elijah moore,7596,Elijah Moore,Elijah,Moore,WR,BUF,,['WR'],True,Active,25.0,70,178.0,Ole Miss,4.0,,,,,,,,,2000-03-27,,elijah moore,False,False,,False,395.0,Elijah Moore,-125.0
271,12,Amari Cooper,LV,WR97,8,Coach Upside rating,Coach Bust rating,4 out of 5 stars,-71,amari cooper,amari cooper,2309,Amari Cooper,Amari,Cooper,WR,LV,,['WR'],True,Active,31.0,73,210.0,Alabama,10.0,,,,,,,,,1994-06-17,,amari cooper,False,False,,False,224.0,Amari Cooper,47.0
272,12,Kayshon Boutte,NE,WR98,14,Coach Upside rating,Coach Bust rating,3 out of 5 stars,+73,kayshon boutte,kayshon boutte,9504,Kayshon Boutte,Kayshon,Boutte,WR,NE,,['WR'],True,Active,23.0,71,197.0,LSU,2.0,,,,,,,,,2002-05-07,,kayshon boutte,False,True,,False,374.0,Kayshon Boutte,-102.0
273,12,Trevor Etienne,CAR,RB80,14,Coach Upside rating,Coach Bust rating,3 out of 5 stars,-7,trevor etienne,trevor etienne,12531,Trevor Etienne,Trevor,Etienne,RB,CAR,,['RB'],True,Active,21.0,68,198.0,Georgia,0.0,,,,,,,,,2004-07-09,,trevor etienne,True,False,,False,279.0,Trevor Etienne,-6.0
274,12,Joshua Karty,LAR,K14,8,Coach Upside rating,Coach Bust rating,2 out of 5 stars,+52,joshua karty,joshua karty,11789,Joshua Karty,Joshua,Karty,K,LAR,,['K'],True,Active,23.0,74,207.0,Stanford,1.0,,,,,,,,,2002-03-07,,joshua karty,False,False,,False,238.0,Joshua Karty,36.0
275,12,Jason Sanders,MIA,K15,12,Coach Upside rating,Coach Bust rating,2 out of 5 stars,-70,jason sanders,jason sanders,5119,Jason Sanders,Jason,Sanders,K,MIA,,['K'],True,Inactive,29.0,71,195.0,New Mexico,7.0,IR,,Hip,,,,,,1995-11-16,,jason sanders,False,False,,False,185.0,Jason Sanders,90.0
276,12,Kenneth Gainwell,PIT,RB81,5,Coach Upside rating,Coach Bust rating,4 out of 5 stars,+133,kenneth gainwell,kenneth gainwell,7567,Kenneth Gainwell,Kenneth,Gainwell,RB,PIT,,['RB'],True,Active,26.0,69,200.0,Memphis,4.0,,,,,,,,,1999-03-14,,kenneth gainwell,False,False,,False,239.0,Kenneth Gainwell,37.0
277,12,Nick Westbrook-Ikhine,MIA,WR99,12,Coach Upside rating,Coach Bust rating,3 out of 5 stars,+82,nick westbrook-ikhine,nick westbrook-ikhine,7496,Nick Westbrook-Ikhine,Nick,Westbrook-Ikhine,WR,MIA,,['WR'],True,Active,28.0,74,211.0,Indiana,5.0,,,,,,,,,1997-03-21,,nick westbrook-ikhine,False,False,,False,197.0,Nick Westbrook-Ikhine,80.0
278,12,Noah Gray,KC,TE34,10,Coach Upside rating,Coach Bust rating,3 out of 5 stars,-21,noah gray,noah gray,7828,Noah Gray,Noah,Gray,TE,KC,,['TE'],True,Active,26.0,75,240.0,Duke,4.0,,,,,,,,,1999-04-30,,noah gray,False,False,,False,324.0,Noah Gray,-46.0
279,12,Darren Waller,MIA,TE35,12,Coach Upside rating,Coach Bust rating,3 out of 5 stars,-91,darren waller,darren waller,2505,Darren Waller,Darren,Waller,TE,MIA,,['TE'],True,Active,32.0,78,238.0,Georgia Tech,10.0,,,,,,,,,1992-09-13,,darren waller,False,True,,False,167.0,Darren Waller,112.0
280,12,Tre Tucker,LV,WR100,8,Coach Upside rating,Coach Bust rating,4 out of 5 stars,+71,tre tucker,tre tucker,10213,Tre Tucker,Tre,Tucker,WR,LV,,['WR'],True,Active,24.0,68,182.0,Cincinnati,2.0,,,,,,,,,2001-03-08,,tre tucker,False,False,,False,234.0,Tre Tucker,46.0
281,12,Antonio Gibson,NE,RB82,14,Coach Upside rating,Coach Bust rating,4 out of 5 stars,+48,antonio gibson,antonio gibson,6945,Antonio Gibson,Antonio,Gibson,RB,NE,,['RB'],True,Active,27.0,72,228.0,Memphis,5.0,,,,,,,,,1998-06-23,,antonio gibson,False,False,,False,309.0,Antonio Gibson,-28.0
282,12,Spencer Rattler,NO,QB33,11,Coach Upside rating,Coach Bust rating,5 out of 5 stars,+114,spencer rattler,spencer rattler,11562,Spencer Rattler,Spencer,Rattler,QB,NO,,['QB'],True,Active,24.0,72,211.0,South Carolina,1.0,,,,,,,,,2000-09-28,,spencer rattler,False,False,,False,317.0,Spencer Rattler,-35.0
283,12,Devin Singletary,NYG,RB83,14,Coach Upside rating,Coach Bust rating,3 out of 5 stars,+61,devin singletary,devin singletary,6130,Devin Singletary,Devin,Singletary,RB,NYG,,['RB'],True,Active,27.0,67,203.0,Florida Atlantic,6.0,,,,,,,,,1997-09-03,,devin singletary,False,False,,False,304.0,Devin Singletary,-21.0
284,12,Elijah Mitchell,KC,RB84,10,Coach Upside rating,Coach Bust rating,2 out of 5 stars,-28,elijah mitchell,elijah mitchell,7561,Elijah Mitchell,Elijah,Mitchell,RB,KC,,['RB'],True,Active,27.0,70,200.0,Louisiana,4.0,,,,,,,,,1998-05-02,,elijah mitchell,False,False,,False,241.0,Elijah Mitchell,43.0
285,13,Jaxson Dart,NYG,QB34,14,Coach Upside rating,Coach Bust rating,1 out of 5 stars,-45,jaxson dart,jaxson dart,12508,Jaxson Dart,Jaxson,Dart,QB,NYG,,['QB'],True,Active,22.0,74,223.0,Ole Miss,0.0,,,,,,,,,2003-05-13,,jaxson dart,True,False,,False,301.0,Jaxson Dart,-16.0
286,13,Ty Johnson,BUF,RB85,7,Coach Upside rating,Coach Bust rating,4 out of 5 stars,+88,ty johnson,ty johnson,6039,Ty Johnson,Ty,Johnson,RB,BUF,,['RB'],True,Active,27.0,70,210.0,Maryland,6.0,,,,,,,,,1997-09-17,,ty johnson,False,False,,False,240.0,Ty Johnson,46.0
287,13,Tyler Shough,NO,QB35,11,Coach Upside rating,Coach Bust rating,5 out of 5 stars,+27,tyler shough,tyler shough,12545,Tyler Shough,Tyler,Shough,QB,NO,,['QB'],True,Active,25.0,77,219.0,Louisville,0.0,,,,,,,,,1999-09-28,,tyler shough,True,False,,True,296.0,Tyler Shough,-9.0
288,13,Jalen Nailor,MIN,WR101,6,Coach Upside rating–No rating available,Coach Bust rating–No rating available,2 out of 5 stars,+83,jalen nailor,jalen nailor,8180,Jalen Nailor,Jalen,Nailor,WR,MIN,,['WR'],True,Active,26.0,71,190.0,Michigan State,3.0,Questionable,,Hand,,,,,,1999-03-02,,jalen nailor,False,False,,False,294.0,Jalen Nailor,-6.0
289,13,Parker Washington,JAC,WR102,8,Coach Upside rating,Coach Bust rating,4 out of 5 stars,+125,parker washington,parker washington,9487,Parker Washington,Parker,Washington,WR,JAX,,['WR'],True,Active,23.0,70,204.0,Penn State,2.0,,,,,,,,,2002-03-21,,parker washington,False,False,,False,371.0,Parker Washington,-82.0
290,13,Isaiah Davis,NYJ,RB86,9,Coach Upside rating,Coach Bust rating,5 out of 5 stars,+341,isaiah davis,isaiah davis,11571,Isaiah Davis,Isaiah,Davis,RB,NYJ,,['RB'],True,Active,23.0,73,220.0,South Dakota State,1.0,Questionable,,Ankle,,,,,,2002-02-21,,isaiah davis,False,False,,True,248.0,Isaiah Davis,42.0
292,13,Tim Patrick,JAC,WR103,8,Coach Upside rating,Coach Bust rating,4 out of 5 stars,+78,tim patrick,tim patrick,4351,Tim Patrick,Tim,Patrick,WR,JAX,,['WR'],True,Active,31.0,77,210.0,Utah,8.0,,,,,,,,,1993-11-23,,tim patrick,False,False,,False,376.0,Tim Patrick,-84.0
293,13,Tyler Loop,BAL,K16,7,Coach Upside rating,Coach Bust rating,2 out of 5 stars,-108,tyler loop,tyler loop,12711,Tyler Loop,Tyler,Loop,K,BAL,,['K'],True,Active,24.0,71,191.0,Arizona,0.0,,,,,,,,,2001-08-04,,tyler loop,True,False,,False,191.0,Tyler Loop,102.0
294,13,Daniel Carlson,LV,K17,8,Coach Upside rating,Coach Bust rating,3 out of 5 stars,-77,daniel carlson,daniel carlson,5095,Daniel Carlson,Daniel,Carlson,K,LV,,['K'],True,Active,30.0,77,215.0,Auburn,7.0,,,,,,,,,1995-01-23,,daniel carlson,False,False,,False,349.0,Daniel Carlson,-55.0
295,13,Luke McCaffrey,WAS,WR104,12,Coach Upside rating–No rating available,Coach Bust rating–No rating available,3 out of 5 stars,-1,luke mccaffrey,luke mccaffrey,11650,Luke McCaffrey,Luke,McCaffrey,WR,WAS,,['WR'],True,Active,24.0,74,195.0,Rice,1.0,,,,,,,,,2001-04-02,,luke mccaffrey,False,False,,False,384.0,Luke McCaffrey,-89.0
297,13,Will Reichard,MIN,K18,6,Coach Upside rating,Coach Bust rating,0 out of 5 stars,-78,will reichard,will reichard,11792,Will Reichard,Will,Reichard,K,MIN,,['K'],True,Active,24.0,73,187.0,Alabama,1.0,,,,,,,,,2001-01-09,,will reichard,False,False,,False,346.0,Will Reichard,-49.0
298,13,Emanuel Wilson,GB,RB87,5,Coach Upside rating,Coach Bust rating,4 out of 5 stars,+112,emanuel wilson,emanuel wilson,11435,Emanuel Wilson,Emanuel,Wilson,RB,GB,,['RB'],True,Active,26.0,70,226.0,Fort Valley State,2.0,,,,,,,,,1999-05-08,,emanuel wilson,False,False,,False,308.0,Emanuel Wilson,-10.0
299,13,Diontae Johnson,FA,WR105,-,Coach Upside rating,Coach Bust rating,-,+3,diontae johnson,diontae johnson,5937,Diontae Johnson,Diontae,Johnson,WR,,,['WR'],True,Active,29.0,70,183.0,Toledo,6.0,,,,,,,,,1996-07-05,,diontae johnson,False,False,,False,202.0,Diontae Johnson,97.0
301,13,Christian Watson,GB,WR106,5,Coach Upside rating,Coach Bust rating,2 out of 5 stars,+34,christian watson,christian watson,8167,Christian Watson,Christian,Watson,WR,GB,,['WR'],True,Active,26.0,76,208.0,North Dakota State,3.0,PUP,Surgery,Knee - ACL,,,,,,1999-05-12,,christian watson,False,False,,False,233.0,Christian Watson,68.0
302,13,Jordan James,SF,RB88,14,Coach Upside rating,Coach Bust rating,3 out of 5 stars,+8,jordan james,jordan james,12467,Jordan James,Jordan,James,RB,SF,,['RB'],True,Active,21.0,69,208.0,Oregon,0.0,IR,Surgery,Finger,,,,,,2004-03-29,,jordan james,True,False,,False,303.0,Jordan James,-1.0
303,13,Troy Franklin,DEN,WR107,12,Coach Upside rating,Coach Bust rating,3 out of 5 stars,+1,troy franklin,troy franklin,11627,Troy Franklin,Troy,Franklin,WR,DEN,,['WR'],True,Active,22.0,75,180.0,Oregon,1.0,,,,,,,,,2003-02-06,,troy franklin,False,False,,False,370.0,Troy Franklin,-67.0
304,13,Taysom Hill,NO,TE36,11,Coach Upside rating,Coach Bust rating,3 out of 5 stars,-21,taysom hill,taysom hill,4381,Taysom Hill,Taysom,Hill,TE,NO,,['TE'],True,Active,35.0,74,221.0,BYU,8.0,PUP,Surgery,Knee - ACL,,,,,,1990-08-23,,taysom hill,False,False,,False,,,
306,13,Ray-Ray McCloud III,ATL,WR108,5,Coach Upside rating,Coach Bust rating,3 out of 5 stars,+62,ray-ray mccloud,ray-ray mccloud,5096,Ray-Ray McCloud,Ray-Ray,McCloud,WR,ATL,,['WR'],True,Active,28.0,69,185.0,Clemson,7.0,,,,,,,,,1996-10-15,,ray-ray mccloud,False,False,,False,228.0,Ray-Ray McCloud III,78.0
307,13,Chris Brooks,GB,RB89,5,Coach Upside rating,Coach Bust rating,4 out of 5 stars,+312,chris brooks,chris brooks,11370,Chris Brooks,Chris,Brooks,RB,GB,,['RB'],True,Active,25.0,73,219.0,BYU,2.0,,,,,,,,,2000-01-11,,chris brooks,False,False,,False,276.0,Chris Brooks,31.0
308,13,Terrance Ferguson,LAR,TE37,8,Coach Upside rating,Coach Bust rating,4 out of 5 stars,-36,terrance ferguson,terrance ferguson,12487,Terrance Ferguson,Terrance,Ferguson,TE,LAR,,['TE'],True,Active,22.0,77,247.0,Oregon,0.0,,,,,,,,,2003-03-07,,terrance ferguson,True,False,,False,313.0,Terrance Ferguson,-5.0
309,13,Noah Fant,CIN,TE38,10,Coach Upside rating,Coach Bust rating,2 out of 5 stars,+13,noah fant,noah fant,5857,Noah Fant,Noah,Fant,TE,CIN,,['TE'],True,Active,27.0,76,249.0,Iowa,6.0,,,,,,,,,1997-11-20,,noah fant,False,False,,False,311.0,Noah Fant,-2.0
310,13,Jermaine Burton,CIN,WR109,10,Coach Upside rating,Coach Bust rating,3 out of 5 stars,+142,jermaine burton,jermaine burton,11640,Jermaine Burton,Jermaine,Burton,WR,CIN,,['WR'],True,Active,24.0,72,204.0,Alabama,1.0,Questionable,,Knee,,,,,,2001-06-28,,jermaine burton,False,False,,False,375.0,Jermaine Burton,-65.0
311,13,Xavier Restrepo,TEN,WR110,10,Coach Upside rating,Coach Bust rating,4 out of 5 stars,+65,xavier restrepo,xavier restrepo,12520,Xavier Restrepo,Xavier,Restrepo,WR,TEN,,['WR'],True,Active,23.0,70,202.0,Miami (FL),0.0,,,,,,,,,2002-04-12,,xavier restrepo,True,False,,False,,,
312,13,Tutu Atwell,LAR,WR111,8,Coach Upside rating,Coach Bust rating,3 out of 5 stars,+4,tutu atwell,tutu atwell,7562,Tutu Atwell,Tutu,Atwell,WR,LAR,,['WR'],True,Active,25.0,69,165.0,Louisville,4.0,,,,,,,,,1999-10-07,,tutu atwell,False,False,,False,231.0,Tutu Atwell,81.0
313,13,Audric Estime,PHI,RB90,9,Coach Upside rating,Coach Bust rating,3 out of 5 stars,-1,audric estime,audric estime,11579,Audric Estime,Audric,Estime,RB,PHI,,['RB'],True,Active,21.0,71,227.0,Notre Dame,1.0,,,,,,,,,2003-09-06,,audric estime,False,False,,False,,,
314,13,Tez Johnson,TB,WR112,9,Coach Upside rating,Coach Bust rating,3 out of 5 stars,+26,tez johnson,tez johnson,12485,Tez Johnson,Tez,Johnson,WR,TB,,['WR'],True,Active,23.0,70,165.0,Oregon,0.0,,,,,,,,,2002-05-18,,tez johnson,True,False,,False,423.0,Tez Johnson,-109.0
315,13,Tyler Higbee,LAR,TE39,8,Coach Upside rating,Coach Bust rating,4 out of 5 stars,-8,tyler higbee,tyler higbee,3271,Tyler Higbee,Tyler,Higbee,TE,LAR,,['TE'],True,Active,32.0,78,255.0,Western Kentucky,9.0,,,,,,,,,1993-01-01,,tyler higbee,False,False,,False,260.0,Tyler Higbee,55.0
316,13,Phil Mafah,DAL,RB91,10,Coach Upside rating,Coach Bust rating,2 out of 5 stars,+253,phil mafah,phil mafah,12738,Phil Mafah,Phil,Mafah,RB,DAL,,['RB'],True,Inactive,22.0,72,234.0,Clemson,0.0,IR,,Shoulder,,,,,,2002-10-24,,phil mafah,True,False,,False,,,
317,13,Ty Chandler,MIN,RB92,6,Coach Upside rating,Coach Bust rating,3 out of 5 stars,+50,ty chandler,ty chandler,8230,Ty Chandler,Ty,Chandler,RB,MIN,,['RB'],True,Active,27.0,71,204.0,North Carolina,3.0,,,,,,,,,1998-05-12,,ty chandler,False,False,,False,446.0,Ty Chandler,-129.0
318,13,Kimani Vidal,LAC,RB93,12,Coach Upside rating,Coach Bust rating,2 out of 5 stars,+307,kimani vidal,kimani vidal,11647,Kimani Vidal,Kimani,Vidal,RB,LAC,,['RB'],True,Active,24.0,68,215.0,Troy,1.0,,,,,,,,,2001-08-28,,kimani vidal,False,False,,False,,,
319,13,Samaje Perine,CIN,RB94,10,Coach Upside rating,Coach Bust rating,4 out of 5 stars,+67,samaje perine,samaje perine,4147,Samaje Perine,Samaje,Perine,RB,CIN,,['RB'],True,Active,29.0,71,240.0,Oklahoma,8.0,,,,,,,,,1995-09-16,,samaje perine,False,False,,False,226.0,Samaje Perine,93.0
320,13,Zamir White,LV,RB95,8,Coach Upside rating,Coach Bust rating,2 out of 5 stars,-3,zamir white,zamir white,8139,Zamir White,Zamir,White,RB,LV,,['RB'],True,Active,25.0,71,227.0,Georgia,3.0,,,,,,,,,1999-09-18,,zamir white,False,False,,False,,,
321,13,Khalil Herbert,FA,RB96,-,Coach Upside rating,Coach Bust rating,-,+86,khalil herbert,khalil herbert,7608,Khalil Herbert,Khalil,Herbert,RB,,,['RB'],True,Active,27.0,69,212.0,Virginia Tech,4.0,,,,,,,,,1998-04-21,,khalil herbert,False,False,,False,320.0,Khalil Herbert,1.0
322,13,Oronde Gadsden II,LAC,TE40,12,Coach Upside rating,Coach Bust rating,3 out of 5 stars,+68,oronde gadsden,oronde gadsden,12493,Oronde Gadsden,Oronde,Gadsden,TE,LAC,,['TE'],True,Active,22.0,77,236.0,Syracuse,0.0,,,,,,,,,2003-06-25,,oronde gadsden,True,False,,False,326.0,Oronde Gadsden II,-4.0
323,13,Jordan Whittington,LAR,WR113,8,Coach Upside rating,Coach Bust rating,3 out of 5 stars,+62,jordan whittington,jordan whittington,11623,Jordan Whittington,Jordan,Whittington,WR,LAR,,['WR'],True,Active,24.0,73,202.0,Texas,1.0,,,,,,,,,2000-10-01,,jordan whittington,False,False,,False,284.0,Jordan Whittington,39.0
324,13,Shedeur Sanders,CLE,QB36,9,Coach Upside rating,Coach Bust rating,2 out of 5 stars,-83,shedeur sanders,shedeur sanders,12524,Shedeur Sanders,Shedeur,Sanders,QB,CLE,,['QB'],True,Active,23.0,74,212.0,Colorado,0.0,,,,,,,,,2002-02-07,,shedeur sanders,True,False,,True,315.0,Shedeur Sanders,9.0
325,13,Sincere McCormick,SF,RB97,14,Coach Upside rating,Coach Bust rating,3 out of 5 stars,+332,sincere mccormick,sincere mccormick,8220,Sincere McCormick,Sincere,McCormick,RB,SF,,['RB'],True,Active,24.0,68,204.0,UTSA,3.0,,,,,,,,,2000-09-10,,sincere mccormick,False,False,,False,280.0,Sincere McCormick,45.0
326,13,Josh Reynolds,NYJ,WR114,9,Coach Upside rating,Coach Bust rating,4 out of 5 stars,+184,josh reynolds,josh reynolds,4171,Josh Reynolds,Josh,Reynolds,WR,NYJ,,['WR'],True,Active,30.0,75,192.0,Texas A&M,8.0,,,,,,,,,1995-02-16,,josh reynolds,False,False,,False,229.0,Josh Reynolds,97.0
327,13,Damien Martinez,SEA,RB98,8,Coach Upside rating,Coach Bust rating,3 out of 5 stars,+27,damien martinez,damien martinez,12462,Damien Martinez,Damien,Martinez,RB,SEA,,['RB'],True,Active,21.0,72,217.0,Miami (FL),0.0,,,,,,,,,2004-01-31,,damien martinez,True,False,,False,444.0,Damien Martinez,-117.0
328,13,Ben Sinnott,WAS,TE41,12,Coach Upside rating,Coach Bust rating,3 out of 5 stars,+52,ben sinnott,ben sinnott,11596,Ben Sinnott,Ben,Sinnott,TE,WAS,,['TE'],True,Active,23.0,76,245.0,Kansas State,1.0,,,,,,,,,2002-06-14,,ben sinnott,False,False,,False,312.0,Ben Sinnott,16.0
329,13,Will Dissly,LAC,TE42,12,Coach Upside rating,Coach Bust rating,3 out of 5 stars,+10,will dissly,will dissly,5010,Will Dissly,Will,Dissly,TE,LAC,,['TE'],True,Active,29.0,76,265.0,Washington,7.0,,,,,,,,,1996-07-08,,will dissly,False,False,,False,323.0,Will Dissly,6.0
330,13,Noah Brown,WAS,WR115,12,Coach Upside rating,Coach Bust rating,3 out of 5 stars,+139,noah brown,noah brown,4234,Noah Brown,Noah,Brown,WR,WAS,,['WR'],True,Active,29.0,74,225.0,Ohio State,8.0,Questionable,,Undisclosed,,,,,,1996-01-06,,noah brown,False,False,,False,252.0,Noah Brown,78.0
331,14,Brandon McManus,GB,K19,5,Coach Upside rating,Coach Bust rating,3 out of 5 stars,-110,brandon mcmanus,brandon mcmanus,1433,Brandon McManus,Brandon,McManus,K,GB,,['K'],True,Active,34.0,75,201.0,Temple,12.0,,,,,,,,,1991-07-25,,brandon mcmanus,False,False,,False,256.0,Brandon McManus,75.0
332,14,Jason Myers,SEA,K20,8,Coach Upside rating,Coach Bust rating,5 out of 5 stars,-9,jason myers,jason myers,2747,Jason Myers,Jason,Myers,K,SEA,,['K'],True,Active,34.0,70,190.0,Marist,10.0,,,,,,,,,1991-05-12,,jason myers,False,False,,False,287.0,Jason Myers,45.0
333,14,Raheim Sanders,CLE,RB99,9,Coach Upside rating,Coach Bust rating,4 out of 5 stars,+213,raheim sanders,raheim sanders,12472,Raheim Sanders,Raheim,Sanders,RB,CLE,,['RB'],True,Active,23.0,72,230.0,South Carolina,0.0,,,,,,,,,2002-06-08,,raheim sanders,True,False,,False,,,
